7,0,2,787,12,18,23,199,1120,7,436
7,1,58,65,16,23,2,5,1191,27,943
7,1,106,782,7,0,4,19,607,42,929
7,1,92,547,9,16,24,41,1128,39,901
7,1,77,1364,30,11,12,104,720,4,1014
7,1,104,475,26,12,1,74,219,40,913
8,0,98,1439,15,19,25,152,885,18,173
8,0,108,156,12,3,17,102,579,42,480
8,0,91,553,1,1,23,23,1072,50,855
8,0,85,52,29,30,12,151,563,41,829
8,0,87,503,18,9,17,159,737,20,806
8,1,62,641,8,3,6,170,786,28,1189
8,1,53,1299,7,7,8,86,450,25,1114
8,1,33,958,4,12,12,168,502,46,647
8,1,57,1270,28,7,23,72,732,31,763
8,1,18,1149,20,18,9,148,843,1,931
9,0,80,57,22,16,13,186,439,21,716
9,0,50,715,11,13,4,148,524,47,406
9,0,72,1451,3,2,15,39,560,10,276
9,0,55,1144,22,24,18,123,1081,45,775
9,0,62,146,12,3,11,126,1055,29,747
9,1,108,1124,23,18,2,145,453,4,200
9,1,37,929,18,2,24,81,182,36,221
9,1,67,1390,17,29,18,191,365,33,350
9,1,53,187,28,11,14,185,359,18,157
9,1,93,1252,10,0,15,192,521,46,252
10,0,91,692,24,8,24,191,1173,5,256
10,0,98,1491,14,15,20,170,664,45,626
10,0,54,799,1,17,13,192,171,6,722
10,0,8,379,22,12,1,47,1001,10,583
10,0,95,636,7,2,5,161,1192,3,832
10,1,83,205,26,18,23,149,740,39,542
10,1,84,201,28,28,23,102,827,49,257
10,1,70,704,12,1,22,128,795,14,846
10,1,81,618,17,5,3,140,1102,24,387
10,1,71,11,1,10,22,186,698,35,1192
11,0,71,752,17,28,1,76,1156,44,536
11,0,22,1291,26,1,12,56,588,28,373
11,0,104,235,14,30,21,9,1150,10,1029
11,0,103,947,14,22,14,124,671,43,1165
11,0,59,135,8,11,13,48,361,34,580
11,1,7,147,21,27,17,7,825,12,247
11,1,87,1237,12,28,16,160,230,16,872
11,1,13,1214,28,11,3,20,225,20,507
11,1,74,986,29,29,1,145,1146,17,347
11,1,3,1356,21,14,1,160,924,12,280
12,0,82,1451,14,26,20,62,154,35,343
12,0,117,1198,28,10,20,3,1045,11,757
12,0,37,1411,7,30,19,9,699,24,794
12,0,108,41,5,9,12,74,687,31,970
12,0,20,1315,11,4,17,20,658,46,811
12,1,77,869,15,20,4,2,513,40,440
12,1,14,1111,5,27,3,9,634,6,954
12,1,95,1056,15,23,20,141,728,43,1170
12,1,107,260,20,12,13,134,345,40,199
12,1,78,424,9,13,6,18,891,24,536
13,0,31,664,20,9,6,81,1013,29,403
13,0,96,920,15,12,14,42,548,30,283
13,0,43,708,26,6,24,107,1144,31,415
13,0,21,1191,1,17,18,195,684,33,162
13,0,78,1357,5,23,17,131,311,8,171
13,1,117,910,25,21,23,72,1058,37,1050
13,1,25,653,7,30,9,149,771,16,452
13,1,108,1226,26,18,23,180,333,15,363
13,1,113,772,19,23,5,29,422,35,1101
13,1,114,363,25,20,10,28,705,18,254
14,0,23,1451,17,21,8,142,990,33,877
14,0,120,183,17,8,8,143,954,29,1180
14,0,103,1281,18,15,4,2,497,0,663
14,0,70,1363,7,20,8,5,883,12,820
14,0,68,255,25,1,24,70,527,40,1084
14,1,90,960,18,7,10,47,373,13,307
14,1,10,392,22,6,10,43,653,28,489
14,1,115,71,27,19,3,24,587,30,988
14,1,110,112,9,24,18,199,534,38,368
14,1,78,463,1,15,2,10,1047,30,589
15,0,61,177,3,16,11,197,1057,25,806
15,0,7,1145,7,16,20,58,993,42,941
15,0,18,185,23,16,22,108,818,14,253
15,0,21,712,16,23,6,52,582,2,240
15,0,71,209,13,25,9,169,578,11,292
15,1,25,1039,8,8,22,51,258,18,573
15,1,26,237,20,26,15,2,980,30,198
15,1,100,1064,9,27,9,87,242,26,1036
15,1,40,274,14,10,10,181,710,35,909
15,1,19,65,20,9,22,76,930,41,1199
16,0,110,899,18,3,5,197,933,18,410
16,0,59,515,11,18,3,33,215,38,434
16,0,117,1434,9,23,4,110,978,12,1041
16,0,2,485,1,30,7,65,389,6,798
16,0,24,1185,15,24,17,72,335,36,361
16,1,57,541,8,23,23,138,759,5,711
16,1,47,138,27,7,1,9,251,42,822
16,1,60,462,12,8,22,161,581,39,1183
16,1,39,120,1,24,25,132,559,19,1135
16,1,19,1205,9,25,5,196,1027,31,807
17,0,33,504,3,15,4,89,730,5,263
17,0,105,759,20,7,16,184,523,36,522
17,0,111,872,8,28,14,176,192,3,265
17,0,40,552,12,19,2,56,250,49,938
17,0,6,1391,11,5,19,30,658,3,696
17,1,98,1191,29,19,24,156,279,46,326
17,1,120,478,15,8,13,126,257,14,801
17,1,99,499,8,21,11,63,865,35,1056
17,1,83,107,15,20,14,114,900,48,874
17,1,101,679,21,19,24,44,1108,36,537
18,0,109,1395,28,23,5,76,450,22,234
18,0,83,92,2,25,22,192,1050,26,927
18,0,39,306,16,3,24,39,1187,42,238
18,0,62,344,17,22,7,111,1050,10,1073
18,0,104,324,2,25,22,129,716,19,726
18,1,41,709,1,10,7,84,693,0,544
18,1,33,596,29,13,24,38,695,13,235
18,1,89,844,25,7,2,75,173,10,1103
18,1,102,1099,19,22,21,143,253,6,803
18,1,6,894,5,29,10,53,195,47,265
19,0,114,644,13,3,6,142,530,40,432
19,0,15,559,6,11,22,3,301,31,883
19,0,29,695,9,29,13,197,662,6,1014
19,0,95,798,8,29,2,24,758,0,497
19,0,28,1132,3,17,5,76,1171,47,557
19,1,8,1303,21,9,15,96,279,6,701
19,1,18,1279,30,1,6,107,1004,0,646
19,1,38,381,11,20,8,115,1050,8,618
19,1,11,682,11,3,14,117,1176,38,975
19,1,56,48,19,26,2,39,305,17,891
20,0,39,1228,26,21,5,77,600,4,751
20,0,91,1152,29,23,17,179,238,43,429
20,0,9,461,16,8,17,111,1009,34,881
20,0,14,25,28,15,3,157,876,47,364
20,0,18,1257,0,8,23,48,363,13,652
20,1,57,870,27,24,18,89,941,7,1194
20,1,81,935,12,3,22,106,1162,13,909
20,1,5,690,9,25,19,80,169,36,549
20,1,61,556,22,30,10,51,953,12,350
20,1,93,1079,6,12,7,11,559,47,734
21,0,65,767,11,6,4,142,1137,47,655
21,0,69,217,0,20,15,156,766,48,218
21,0,9,823,16,10,3,166,482,15,1040
21,0,17,1380,15,20,22,145,878,15,398
21,0,23,886,21,30,13,181,962,23,1050
21,1,66,65,16,26,13,27,819,41,558
21,1,13,1117,21,10,18,184,1135,36,235
21,1,38,687,8,0,10,86,183,34,278
21,1,119,1451,1,11,8,165,439,7,621
21,1,93,881,26,25,18,154,903,1,1036
22,0,115,210,6,21,2,175,218,21,413
22,0,33,790,19,15,7,5,480,25,933
22,0,118,872,27,2,2,0,875,20,349
22,0,58,1070,11,28,13,178,532,32,399
22,0,53,1215,1,3,4,49,578,11,701
22,1,19,851,7,1,6,70,1195,16,1034
22,1,96,24,12,22,11,170,814,14,882
22,1,108,1281,12,9,9,86,508,47,710
22,1,92,1231,28,18,4,72,751,37,909
22,1,41,829,28,22,24,75,323,47,1144
23,0,50,900,6,9,1,21,845,44,649
23,0,37,339,9,14,3,77,869,29,263
23,0,79,1315,21,2,5,90,746,12,996
23,0,19,788,26,10,2,24,428,8,500
23,0,53,1460,2,20,19,85,312,20,232
23,1,98,332,29,6,10,155,1158,3,1126
23,1,49,1393,20,5,17,27,423,39,1127
23,1,54,245,26,3,22,4,320,2,717
23,1,12,720,14,1,6,26,428,33,250
23,1,27,996,4,28,10,77,985,41,790
24,0,52,800,18,22,22,62,489,2,154
24,0,64,1010,23,23,18,167,674,48,1034
24,0,120,1188,16,30,24,171,1182,42,322
24,0,79,455,29,2,5,158,705,42,405
24,0,21,435,26,4,1,29,162,31,743
24,1,40,444,3,15,15,158,1117,20,534
24,1,5,1091,2,21,7,152,446,13,691
24,1,60,107,20,11,17,163,1067,18,874
24,1,69,357,14,17,21,30,178,25,683
24,1,114,38,21,24,15,76,491,29,1073
25,0,13,177,18,26,16,14,268,25,640
25,0,100,292,17,12,18,97,1087,48,150
25,0,9,638,1,24,25,86,800,29,151
25,0,48,1429,25,4,2,105,300,20,859
25,0,101,1048,19,3,24,119,238,38,999
25,1,112,1000,18,15,9,108,376,7,1175
25,1,4,1335,7,16,24,7,1028,20,1060
25,1,105,1036,12,0,23,37,1128,14,465
25,1,43,453,30,7,3,179,868,34,589
25,1,82,1289,13,0,20,117,645,9,697
26,0,78,1339,9,11,7,63,428,45,1000
26,0,43,282,14,14,2,12,554,39,224
26,0,66,283,9,22,9,169,1099,47,438
26,0,26,1016,10,20,22,123,894,17,684
26,0,52,544,10,5,2,92,703,8,451
26,1,15,471,18,27,15,156,874,7,899
26,1,12,396,19,15,13,36,223,9,586
26,1,89,98,29,4,14,106,1176,37,859
26,1,80,571,12,6,22,158,813,15,579
26,1,77,1056,26,25,8,172,999,36,805
27,0,107,1179,18,6,22,149,826,38,215
27,0,70,562,25,22,24,147,993,37,561
27,0,62,579,8,26,1,99,647,17,702
27,0,33,900,8,11,11,109,840,29,1168
27,0,114,1483,14,28,19,148,932,6,362
27,1,79,46,20,8,7,104,601,11,800
27,1,103,363,16,20,23,13,1170,13,565
27,1,11,1226,4,27,1,153,953,27,353
27,1,57,973,4,27,8,122,965,50,892
27,1,45,1259,16,23,5,119,758,40,744
28,0,62,1110,26,20,19,124,560,47,1059
28,0,56,682,7,30,7,85,702,28,873
28,0,32,14,3,5,24,69,740,32,623
28,0,99,1059,0,1,12,120,686,36,567
28,0,111,216,17,27,22,61,389,16,479
28,1,73,277,16,24,1,39,622,14,899
28,1,53,1461,8,16,5,137,978,1,457
28,1,119,1197,30,23,20,126,201,50,1139
28,1,49,1127,24,19,6,61,609,47,785
28,1,21,358,7,24,10,44,830,8,253
29,0,84,986,20,24,24,182,424,43,810
29,0,36,538,30,20,22,39,846,19,396
29,0,118,557,20,0,5,62,619,0,1135
29,0,72,884,7,3,9,195,1058,40,831
29,0,48,907,10,26,14,141,664,2,352
29,1,80,75,23,0,25,43,843,23,258
29,1,74,111,1,5,1,150,930,44,661
29,1,65,219,5,8,21,49,747,3,1100
29,1,57,557,0,10,9,34,371,23,716
29,1,83,656,1,20,23,88,1075,43,1153
30,0,88,994,7,17,7,134,949,1,692
30,0,113,1112,19,30,19,84,415,34,1103
30,0,5,893,18,6,7,197,641,3,1132
30,0,62,922,3,21,20,99,1104,25,698
30,0,51,89,6,6,8,73,382,29,607
30,1,16,158,30,9,22,43,316,17,1102
30,1,118,974,25,7,4,23,960,48,332
30,1,87,1429,25,25,7,7,1108,39,333
30,1,82,10,13,7,21,40,1038,16,838
30,1,46,243,0,4,21,30,978,46,1165
31,0,95,383,10,4,25,200,356,6,194
31,0,14,1458,21,29,19,155,561,7,891
31,0,97,564,29,26,7,142,1127,1,335
31,0,101,1221,1,7,21,50,750,24,850
31,0,31,1369,3,13,19,172,757,41,1086
31,1,27,655,8,28,21,187,383,29,234
31,1,30,1486,10,23,8,182,177,10,384
31,1,71,1094,27,9,9,0,467,13,416
31,1,64,374,24,9,21,93,816,9,891
31,1,60,766,3,11,4,162,1020,21,866
32,0,111,1266,18,12,16,16,1132,15,1066
32,0,52,640,13,5,21,160,568,46,273
32,0,15,1424,29,16,13,92,361,20,383
32,0,49,655,17,29,18,155,897,40,152
32,0,7,537,12,15,14,159,530,22,604
32,1,65,1245,17,23,15,178,623,27,523
32,1,10,734,10,9,6,8,1014,1,310
32,1,43,498,5,26,1,172,960,29,1081
32,1,57,579,14,10,21,63,851,7,802
32,1,114,1207,11,10,13,5,252,24,1142
33,0,43,1083,2,18,19,97,1199,39,466
33,0,15,383,5,27,22,35,756,37,921
33,0,86,229,12,26,9,70,1102,2,262
33,0,110,511,30,3,9,16,335,45,210
33,0,7,1288,6,1,23,116,491,27,715
33,1,87,566,18,14,9,103,1118,23,228
33,1,72,1039,19,9,20,135,668,7,1137
33,1,47,1490,24,4,13,99,265,45,422
33,1,24,729,6,1,5,128,467,48,265
33,1,36,1052,8,12,24,154,611,43,685
34,0,34,158,2,10,23,192,408,15,356
34,0,75,809,21,29,6,196,264,20,668
34,0,81,1200,24,25,11,160,1079,16,1180
34,0,37,916,11,29,21,34,988,23,1139
34,0,36,1421,28,17,16,75,320,14,677
34,1,47,1495,15,19,2,29,1132,22,811
34,1,83,875,26,19,16,168,224,34,320
34,1,7,1482,20,24,23,102,1150,32,201
34,1,46,19,27,28,11,157,395,23,781
34,1,90,278,7,30,24,190,364,20,603
35,0,86,349,21,30,10,198,948,38,552
35,0,71,177,25,7,14,198,213,40,847
35,0,115,259,18,1,12,112,730,14,1142
35,0,63,910,20,24,1,113,704,22,387
35,0,52,553,21,8,24,140,228,13,452
35,1,111,23,15,4,15,122,367,7,769
35,1,64,273,27,9,2,58,545,8,1028
35,1,45,455,29,2,10,51,776,27,314
35,1,112,1443,8,21,23,138,714,43,660
35,1,38,605,22,2,23,39,600,21,957
36,0,56,1328,7,30,17,111,286,31,931
36,0,49,1328,14,7,18,188,382,28,220
36,0,103,44,19,20,13,76,361,45,789
36,0,43,973,1,22,4,162,548,23,739
36,0,47,183,14,15,15,31,1107,10,1075
36,1,28,1022,25,12,20,84,626,29,558
36,1,83,1117,6,20,4,166,813,12,271
36,1,104,151,3,17,3,126,1122,22,1128
36,1,92,565,17,4,12,177,1191,17,161
36,1,101,970,7,4,5,40,1110,43,846
37,0,120,1145,4,19,13,30,1028,11,228
37,0,17,251,5,17,9,181,198,46,235
37,0,41,932,5,2,7,148,1060,41,1121
37,0,108,859,24,29,15,197,695,10,233
37,0,23,1132,16,26,8,34,1141,1,273
37,1,51,54,13,9,9,167,797,35,695
37,1,65,320,12,11,15,123,229,37,1063
37,1,111,1327,2,6,4,193,820,10,784
37,1,49,103,2,30,4,190,710,31,971
37,1,35,673,8,22,11,140,871,46,282
38,0,30,736,10,23,5,135,271,42,648
38,0,7,264,7,2,19,5,213,9,932
38,0,95,307,12,8,16,113,301,9,444
38,0,33,607,30,6,15,184,359,22,410
38,0,100,506,9,10,21,24,260,23,1123
38,1,2,826,4,9,15,90,260,14,651
38,1,114,195,12,6,3,100,286,22,226
38,1,103,739,11,29,11,163,1135,22,655
38,1,81,1123,6,22,11,134,236,9,203
38,1,97,535,25,15,5,144,543,21,879
39,0,14,1043,26,1,16,29,1091,24,887
39,0,29,703,6,5,14,107,673,12,733
39,0,40,953,1,15,11,9,561,13,513
39,0,34,1418,5,23,20,103,429,27,630
39,0,58,316,11,25,11,22,514,27,1038
39,1,114,419,23,12,11,25,415,8,778
39,1,1,307,2,6,7,83,292,47,769
39,1,89,413,27,17,17,80,736,29,739
39,1,69,576,8,17,18,152,797,4,503
39,1,119,359,8,14,2,2,1048,50,902
40,0,37,1467,20,21,18,148,850,20,417
40,0,101,301,11,9,16,96,708,49,477
40,0,17,1174,13,7,11,173,199,38,263
40,0,29,54,7,5,14,69,661,25,595
40,0,93,1301,13,11,9,66,740,17,931
40,1,117,300,8,6,5,95,548,28,943
40,1,12,273,25,12,16,154,677,49,960
40,1,27,505,28,6,2,6,565,19,1128
40,1,51,72,24,17,7,98,369,49,412
40,1,22,237,25,3,17,152,474,31,536
41,0,112,821,24,10,12,141,817,17,424
41,0,10,344,27,28,20,18,624,12,763
41,0,60,1031,20,14,15,156,548,11,440
41,0,102,1407,15,13,17,8,889,12,1159
41,0,81,1282,10,22,7,92,602,6,1180
41,1,75,273,22,13,18,87,1060,25,935
41,1,26,101,27,8,14,98,942,46,685
41,1,84,621,9,12,22,96,258,41,430
41,1,107,225,2,19,4,63,391,50,504
41,1,9,1472,15,23,1,91,503,21,882
42,0,120,589,8,8,4,123,988,48,901
42,0,48,1246,2,16,6,100,917,18,1021
42,0,32,1192,8,7,22,57,413,27,1120
42,0,54,932,27,11,3,133,580,22,1113
42,0,2,248,10,23,11,45,540,18,242
42,1,31,635,27,22,21,190,1150,42,658
42,1,14,677,19,27,5,160,1095,3,231
42,1,8,41,21,10,20,119,202,44,521
42,1,99,274,30,12,6,67,168,41,318
42,1,30,219,24,22,7,1,952,48,652
43,0,10,762,18,8,13,139,734,21,1169
43,0,81,1014,5,15,9,200,466,42,573
43,0,74,1021,4,5,9,62,921,5,329
43,0,84,942,5,19,16,3,344,47,768
43,0,78,212,9,10,16,195,616,18,229
43,1,21,1325,11,14,5,130,887,30,528
43,1,66,864,14,28,21,198,847,40,361
43,1,19,1204,6,24,22,102,246,23,1165
43,1,33,442,8,17,20,15,828,10,476
43,1,65,1232,4,12,24,43,1074,27,662
44,0,41,249,27,10,11,184,840,19,489
44,0,86,1500,10,15,18,119,1077,45,1058
44,0,91,1391,4,9,23,12,1059,15,598
44,0,99,876,8,29,24,124,1167,41,794
44,0,113,446,0,2,10,186,174,21,465
44,1,97,1336,25,21,19,14,833,11,406
44,1,94,202,5,17,7,108,1070,27,899
44,1,98,1390,1,27,22,81,724,30,687
44,1,87,240,2,1,21,172,1137,42,689
44,1,49,1364,25,26,16,15,1091,16,767
45,0,54,526,25,19,19,30,1159,33,922
45,0,91,704,11,21,10,76,399,32,418
45,0,88,493,14,23,18,161,451,28,1186
45,0,99,628,4,10,23,130,526,44,191
45,0,53,449,3,23,6,49,729,15,743
45,1,78,202,3,28,14,168,890,2,225
45,1,85,1254,1,19,19,158,948,35,298
45,1,57,359,2,13,23,154,478,19,233
45,1,112,58,13,19,19,200,369,1,444
45,1,41,1486,16,28,22,115,1049,4,357
46,0,85,850,13,13,12,14,339,41,1118
46,0,110,483,29,12,7,192,246,32,519
46,0,119,62,8,21,20,199,962,20,583
46,0,4,969,30,29,8,150,915,12,652
46,0,108,199,12,29,9,7,1064,50,879
46,1,12,305,27,9,7,125,278,7,1052
46,1,115,1046,20,14,9,76,362,4,943
46,1,102,580,15,7,12,14,746,40,1134
46,1,75,401,0,7,24,20,334,43,902
46,1,44,683,2,21,10,3,1003,2,1015
47,0,90,926,7,1,23,24,1146,42,913
47,0,81,1410,20,8,2,39,200,20,821
47,0,21,768,21,8,7,93,967,33,823
47,0,9,975,30,14,8,159,321,27,867
47,0,94,163,10,29,14,50,267,32,534
47,1,43,1363,11,17,15,110,411,40,275
47,1,7,407,28,21,18,126,692,12,166
47,1,62,244,6,20,2,188,455,12,696
47,1,114,533,1,15,22,117,172,46,384
47,1,8,615,6,3,2,15,840,46,230
48,0,103,1043,9,18,18,73,323,29,416
48,0,20,732,26,18,3,125,850,20,1171
48,0,95,1347,22,18,17,69,1147,16,353
48,0,12,714,6,21,16,27,564,36,171
48,0,86,546,11,26,15,36,683,7,877
48,1,49,462,15,12,3,31,922,20,680
48,1,102,771,26,30,11,25,920,16,366
48,1,3,1172,4,18,24,56,443,47,868
48,1,29,353,7,28,11,36,283,13,434
48,1,6,717,7,2,10,40,541,9,854
49,0,24,1014,13,13,11,142,676,20,898
49,0,75,1495,26,30,3,92,856,27,348
49,0,23,1429,28,5,5,51,551,18,1185
49,0,109,326,29,12,9,17,206,37,262
49,0,116,1019,4,21,19,16,911,43,596
49,1,79,899,5,28,21,178,219,38,945
49,1,115,468,9,1,9,196,748,46,616
49,1,15,324,29,0,13,171,1170,49,719
49,1,70,798,0,19,4,103,175,20,341
49,1,35,410,25,0,20,63,826,32,986
50,0,109,1318,19,13,7,140,290,8,990
50,0,3,1324,28,17,7,116,163,25,574
50,0,29,1468,17,16,25,76,617,24,258
50,0,114,1385,29,11,16,136,372,5,554
50,0,117,940,20,15,15,54,233,41,557
50,1,54,377,17,4,6,137,892,11,714
50,1,57,749,9,11,14,9,1122,46,194
50,1,26,343,23,15,15,19,883,2,1066
50,1,106,1121,5,10,18,76,1046,29,786
50,1,108,1484,0,25,14,44,926,45,213
51,0,84,1172,15,22,2,0,1101,0,569
51,0,54,1051,6,30,11,188,1094,5,727
51,0,22,125,5,0,6,45,987,3,532
51,0,73,991,15,19,13,131,1024,13,755
51,0,70,884,19,13,11,176,502,36,889
51,1,118,1460,23,8,9,156,556,35,283
51,1,115,280,11,15,18,53,934,48,648
51,1,23,1317,9,29,4,200,734,4,390
51,1,51,53,5,19,3,31,155,7,558
51,1,95,1382,3,27,5,172,1173,12,1185
52,0,54,1,3,26,10,15,1128,32,1104
52,0,89,597,25,4,12,55,997,19,962
52,0,58,39,11,8,24,182,907,29,508
52,0,22,1459,9,20,6,42,859,45,873
52,0,51,1497,2,0,13,67,663,31,631
52,1,40,768,25,22,14,99,999,15,291
52,1,37,764,23,10,13,49,1134,17,498
52,1,36,86,18,13,18,160,583,8,255
52,1,56,366,19,8,18,43,992,16,1167
52,1,101,196,16,13,4,26,654,50,1113
53,0,50,984,0,5,13,109,1067,32,728
53,0,16,456,6,21,14,172,1164,19,655
53,0,71,1387,11,25,15,188,477,16,190
53,0,104,870,6,13,12,59,560,40,765
53,0,59,328,8,7,8,135,853,34,922
53,1,51,122,21,29,1,170,817,35,193
53,1,44,1158,6,4,17,82,432,17,331
53,1,9,1146,5,14,22,180,282,50,390
53,1,1,1274,16,21,19,117,627,12,439
53,1,22,1307,11,26,13,181,1032,11,1131
54,0,23,964,9,2,10,139,222,0,509
54,0,85,349,26,19,14,95,425,38,249
54,0,68,548,0,7,17,173,1113,32,408
54,0,100,617,27,16,15,176,847,45,1195
54,0,88,1192,5,2,15,158,447,25,456
54,1,24,979,26,28,8,147,1189,49,618
54,1,43,820,11,13,10,89,484,33,792
54,1,79,1415,7,12,22,170,352,6,640
54,1,61,1301,10,30,6,34,529,30,265
54,1,38,1281,4,8,12,111,1187,37,576
55,0,92,427,3,5,4,173,908,26,770
55,0,96,654,1,17,2,102,686,12,711
55,0,85,830,30,4,22,50,577,1,1101
55,0,22,1496,9,27,20,12,404,1,921
55,0,116,1331,10,1,9,191,195,42,546
55,1,46,1288,1,29,8,199,951,35,270
55,1,75,607,15,4,10,57,864,22,932
55,1,83,751,2,0,10,123,463,42,935
55,1,91,517,2,9,3,159,214,31,223
55,1,99,501,4,15,14,123,462,15,719
56,0,107,341,25,14,14,61,173,18,172
56,0,15,93,25,24,25,168,608,27,595
56,0,116,851,15,13,11,64,584,20,953
56,0,79,679,21,23,16,141,798,26,1068
56,0,66,897,13,18,20,40,939,7,656
56,1,78,1446,26,2,11,35,680,23,692
56,1,16,1192,16,5,6,53,716,33,635
56,1,61,7,6,10,12,58,1142,8,1031
56,1,109,865,26,29,5,28,353,19,341
56,1,76,578,7,4,8,63,1200,18,832
57,0,34,558,3,2,17,45,462,32,941
57,0,56,91,15,20,9,26,993,22,762
57,0,91,551,11,25,20,188,419,47,216
57,0,44,321,12,17,4,13,554,5,157
57,0,16,368,9,19,20,181,166,6,805
57,1,94,536,24,17,21,114,778,37,157
57,1,45,572,22,30,19,54,1062,31,184
57,1,103,912,30,29,3,123,418,31,1103
57,1,11,390,1,17,2,16,762,2,495
57,1,40,1301,30,0,10,156,804,41,353
58,0,96,262,13,15,19,27,1074,22,1131
58,0,109,577,27,17,22,108,919,18,583
58,0,11,1154,15,9,19,142,831,22,258
58,0,81,943,23,12,1,198,670,16,1158
58,0,59,1146,15,5,10,31,756,9,551
58,1,63,1204,15,18,12,164,318,7,567
58,1,89,920,11,13,14,58,439,29,186
58,1,24,493,24,3,6,15,421,7,952
58,1,27,889,8,30,16,12,963,44,160
58,1,113,454,30,18,10,139,647,32,414
59,0,51,188,26,10,10,74,1177,13,186
59,0,5,621,21,17,5,12,811,29,1073
59,0,49,1164,27,8,20,61,187,33,991
59,0,70,1175,2,26,3,46,279,27,213
59,0,59,450,15,25,10,156,729,41,1084
59,1,34,1438,19,11,13,70,815,48,722
59,1,120,786,9,25,5,111,866,31,1156
59,1,102,208,26,15,10,172,201,14,818
59,1,72,1088,3,30,7,74,567,39,746
59,1,1,357,8,23,21,26,689,5,849
60,0,5,1332,27,6,6,0,850,9,786
60,0,11,1241,8,18,22,136,986,43,353
60,0,33,725,3,15,11,186,502,19,251
60,0,94,431,20,28,4,20,868,1,651
60,0,95,228,23,2,23,128,1114,47,585
60,1,111,389,13,16,17,124,690,18,808
60,1,72,55,2,22,15,130,659,32,402
60,1,90,108,7,4,2,88,247,10,578
60,1,18,330,0,10,21,37,491,13,486
60,1,46,563,6,21,19,167,717,28,900
61,0,83,506,27,16,10,18,481,32,974
61,0,37,694,21,10,23,12,791,48,538
61,0,103,1146,14,8,1,116,669,25,543
61,0,51,84,19,4,10,50,544,47,629
61,0,100,1104,15,18,19,152,952,10,524
61,1,112,556,24,29,20,73,855,40,696
61,1,67,1490,23,11,14,33,975,11,1183
61,1,5,845,30,27,9,127,249,33,1090
61,1,118,1018,0,4,17,18,737,43,836
61,1,22,1441,30,22,15,164,717,22,789
62,0,75,1313,25,12,7,81,763,32,615
62,0,52,397,26,26,14,172,569,27,888
62,0,100,138,1,22,6,199,865,4,442
62,0,79,342,9,26,19,12,360,25,886
62,0,37,440,2,2,6,13,493,17,248
62,1,10,610,16,9,21,56,356,48,517
62,1,33,1233,16,0,1,72,481,30,472
