25,18,0,119,119,26,8,25,31,473,39,830
25,17,0,734,734,20,13,10,128,619,15,873
25,10,0,912,912,27,5,7,14,601,42,634
25,4,0,810,810,21,16,13,103,649,0,649
25,17,1,829,829,17,1,17,58,337,15,1177
25,23,1,465,465,19,1,1,59,610,42,593
25,22,1,1413,1413,25,20,25,174,617,17,299
25,15,1,867,867,6,14,16,158,659,3,682
25,9,1,1486,1486,11,27,21,127,951,48,178
26,7,0,1051,1051,16,28,11,47,323,42,955
26,11,0,1132,1132,25,29,22,172,281,36,166
26,16,0,247,247,28,3,25,43,822,3,265
26,17,0,620,620,21,5,10,39,814,41,1024
26,8,0,910,910,21,26,18,64,670,24,888
26,12,1,1072,1072,2,26,15,100,416,32,286
26,16,1,602,602,3,8,13,86,487,26,1105
26,21,1,1430,1430,8,17,11,181,927,4,509
26,22,1,1034,1034,22,13,9,186,653,23,921
26,13,1,898,898,23,10,13,15,298,28,748
27,5,0,302,302,10,30,15,124,687,8,699
27,2,0,154,154,12,17,4,137,1073,8,551
27,19,0,1397,1397,16,0,25,66,364,2,533
27,11,0,35,35,5,6,2,182,851,9,243
27,3,0,1057,1057,19,15,1,4,318,22,176
27,10,1,1001,1001,15,13,7,1,219,45,371
27,7,1,1194,1194,22,25,21,96,826,31,441
27,24,1,1002,1002,22,24,15,36,301,21,901
27,16,1,585,585,13,10,8,1,799,19,777
27,8,1,581,581,10,27,5,197,717,29,883
28,5,0,166,166,2,28,24,11,862,42,920
28,12,0,1106,1106,3,27,22,30,719,21,517
28,15,0,50,50,8,4,8,166,1173,36,523
28,1,0,1163,1163,11,22,11,75,907,6,783
28,2,0,145,145,4,7,20,28,770,12,774
28,10,1,55,55,2,25,4,198,355,22,1109
28,17,1,871,871,26,8,2,85,973,35,505
28,20,1,1202,1202,25,11,23,199,681,42,457
28,6,1,717,717,22,3,10,19,819,49,332
28,7,1,950,950,9,18,5,7,1096,34,733
29,17,0,563,563,3,12,5,100,422,8,1050
29,8,0,533,533,20,6,13,180,196,31,361
29,6,0,601,601,28,21,12,62,1140,15,896
29,20,0,990,990,26,2,16,146,365,31,756
29,1,0,176,176,21,21,1,49,686,48,687
29,22,1,1444,1444,1,11,10,91,612,25,976
29,13,1,283,283,15,21,20,80,679,9,786
29,11,1,248,248,15,23,25,21,473,3,1013
29,25,1,809,809,6,30,7,68,479,43,984
29,6,1,330,330,5,30,9,162,804,23,582
30,2,0,592,592,7,14,7,139,1163,22,416
30,3,0,912,912,19,14,5,9,597,12,535
30,17,0,549,549,10,3,13,33,520,37,217
30,7,0,1205,1205,12,17,10,142,557,28,176
30,13,0,163,163,8,27,10,140,434,34,1150
30,7,1,159,159,13,14,6,128,889,32,334
30,8,1,213,213,25,25,20,32,1121,50,1147
30,22,1,426,426,13,4,10,131,647,18,658
30,12,1,142,142,4,23,21,101,1016,12,567
30,18,1,1115,1115,13,16,17,177,924,33,219
